20201206,FL,1040727,100964,6505237,5892,totalTestEncountersViral,13083521,4400,57185,,,,,,A,12/5/2020 23:59,2020-12-05T23:59:00Z,12/05 18:59,19423,57185,2020-12-05T23:59:00Z,11643081,1350646,10238741,939763,19423,,13083521,7545964,650372,71851,578113,630838,69600,560932,,,,,12,8175,41197,7551856,96582,7545964,96,145,caf551712042dadfa43e2e56d630840b32e4bdda,0,0,0,0,0,
20201206,GA,443822,,4032230,,totalTestsViral,4476052,2829,36039,,6676,,,,A+,12/6/2020 14:50,2020-12-06T14:50:00Z,12/06 09:50,9806,36039,2020-12-06T14:50:00Z,4476052,415077,,443822,8971,835,,,369773,37176,,,,,,57583,,,13,1805,8047,4476052,9852,4476052,13,38,89a0882a027fbd9075cf0f7b32ff17ffe2ee2cea,0,0,0,0,0,
20201206,GU,7004,132,79571,,posNeg,86575,33,,10,,6,,6056,B,12/6/2020 03:45,2020-12-06T03:45:00Z,12/05 22:45,113,,2020-12-06T03:45:00Z,86398,,,6827,,,,,227,12,,,,,,,2591,153,66,27,0,86575,27,86575,0,0,e2f2247e842d869eec1e52bea0fc80048a994d7c,0,0,0,0,0,
20201206,HI,18842,315,295153,,totalTestEncountersViral,701776,57,1325,14,,17,,11958,B,12/5/2020 05:59,2020-12-05T05:59:00Z,12/05 00:59,262,1325,2020-12-05T05:59:00Z,,18493,,18527,,,701776,308090,,,,,,,,,,,15,104,0,313995,6599,313995,1,0,fd2a3eeef757d088c8a556341ca6a78e05ad256b,0,0,0,0,0,
20201206,IA,213390,,885199,,posNeg,1098589,918,,195,,122,,159063,A+,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,2683,,2020-12-06T00:00:00Z,,,,213390,,,,1100789,,,,77835,5189,72606,148950,30921,,,19,1499,2588,1098589,4087,1098589,16,0,e93247caa21dc551fee4682750447b11aca0f50f,0,0,0,0,0,
20201206,ID,109705,17345,398027,,totalTestsPeopleViral,490387,477,4372,105,814,,,42932,A,12/5/2020 19:00,2020-12-05T19:00:00Z,12/05 14:00,1032,4372,2020-12-05T19:00:00Z,741864,,,92360,944,88,,490387,,,,,,,,,45253,,16,1339,1810,507732,2927,507732,0,30,09ba95d04bc57d6f112c6492ae3a3c2800b31079,0,0,0,0,0,
20201206,IL,787573,6259,10313641,,posNeg,11101214,5160,,1103,,643,,,A,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,14116,,2020-12-06T00:00:00Z,11101214,,,447491,13255,861,,,,,,,,,,,,,17,7598,71940,11101214,79538,11101214,99,0,018cd394ceb914b3a1fbaeb18c88edf764a451fd,0,0,0,0,0,
20201206,IN,381617,,1928262,,totalTestsViral,4577211,3189,28367,961,5081,368,,224059,A+,12/5/2020 23:59,2020-12-05T23:59:00Z,12/05 18:59,6242,28367,2020-12-05T23:59:00Z,4577211,347061,,,5944,298,,2309879,,,,,,,,,,,18,6598,11103,2309879,51451,2309879,35,351,7c6b81a22e077db0c0f8d4f860104212fb35a1b6,0,0,0,0,0,
20201206,KS,168295,,676891,,posNeg,845186,1143,5417,283,1453,123,409,3615,A+,12/4/2020 10:00,2020-12-04T10:00:00Z,12/04 05:00,1786,5417,2020-12-04T10:00:00Z,,,,,,,,845186,,,,,,,,,,,20,0,0,845186,0,845186,0,0,ce90cf28c7d0df85f5f56d0d27547f54cd67f02c,0,0,0,0,0,
20201206,KY,200632,34939,2568543,,totalTestsViral,2732005,1731,10678,401,2576,226,,30161,B,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,2072,10678,2020-12-06T00:00:00Z,2732005,,,165693,1970,102,,,96301,,,,,,,,122226,,21,2567,0,2769175,0,2769175,10,0,09afce46ce3aef73797cca334eb3937da3ebd65b,0,0,0,0,0,
20201206,LA,251123,15254,3356960,,posNeg,3608083,1392,,,,162,,202891,A,12/6/2020 13:00,2020-12-06T13:00:00Z,12/06 08:00,6584,,2020-12-06T13:00:00Z,3592829,,,235869,6309,275,,,,,,,,,,,125101,,22,3946,37603,3608083,41549,3608083,36,0,7a343e7c5502cfad8478f2f89a201b1976335f65,0,0,0,0,0,
20201206,MA,256844,9285,3250728,,totalTestsViral,8970252,1416,14397,298,,139,,169809,A+,12/5/2020 23:59,2020-12-05T23:59:00Z,12/05 18:59,11004,14397,2020-12-05T23:59:00Z,8970252,307148,,247559,10763,241,,3498287,,,,133429,12193,,280427,,,,25,4827,19821,3507572,89439,3507572,51,0,22c001dc4a82d3d28dfc06ea006b954bb97e995e,0,0,0,0,0,
20201206,MD,215027,,2225595,,totalTestsViral,4685476,1576,22095,393,,,,8785,A,12/6/2020 10:00,2020-12-06T10:00:00Z,12/06 05:00,4846,22095,2020-12-06T10:00:00Z,4685476,257412,,215027,4685,161,,2440622,,,,160122,15776,144346,,,,,24,2643,14799,2440622,48348,2440622,26,183,20328151ed9ed9271b30980cc07d8567294444da,0,0,0,0,0,
20201206,ME,13348,1547,900832,,posNeg,914180,164,768,45,,17,,10080,A+,12/5/2020 23:59,2020-12-05T23:59:00Z,12/05 18:59,227,768,2020-12-05T23:59:00Z,912222,15749,895921,11801,225,2,,,12859,409,12438,,,,,,29270,1041,23,221,0,914180,221,914180,0,8,65741e097d170e5e75ddc5f630d9fef7b72dc22c,0,0,0,0,0,
20201206,MI,426576,31540,6538482,,posNeg,6965058,4141,,855,,513,,197750,A+,12/5/2020 00:00,2020-12-05T00:00:00Z,12/04 19:00,10321,,2020-12-05T00:00:00Z,7041377,502895,6538482,395036,9854,467,,,378723,,,,,,,,,,26,0,0,6965058,0,6965058,0,0,9b711eb110399e2cc9d7eef46dd5064dc38a0a92,0,0,0,0,0,
20201206,MN,350862,8459,2301135,,totalTestEncountersViral,4431677,1679,18233,367,3991,,,308218,A,12/5/2020 17:00,2020-12-05T17:00:00Z,12/05 12:00,3984,18233,2020-12-05T17:00:00Z,,,,342403,3892,92,4431677,2643538,,,,,,,,,128148,,27,5581,19757,2651997,61042,2651997,64,174,16ed21fdf764f02d8b679aae643bfebc60e99c12,0,0,0,0,0,
20201206,MO,322298,,1544226,,totalTestsViral,3196185,2708,,625,,368,,,A+,12/6/2020 00:59,2020-12-06T00:59:00Z,12/05 19:59,4192,,2020-12-06T00:59:00Z,3196185,356389,2833491,322298,,,,1866524,97721,9013,88500,92247,3618,71709,87216,,150185,22691,29,3876,6658,1866524,22196,1866524,11,0,20696bf21c6c0b4cca5ca5af4af9a0ec70ae2ca2,0,0,0,0,0,
20201206,MP,106,,17010,,posNeg,17116,,4,,,,,29,D,12/2/2020 00:00,2020-12-02T00:00:00Z,12/01 19:00,2,4,2020-12-02T00:00:00Z,23944,,,106,2,,,17116,,,,,,,,,,,69,0,0,17116,0,17116,0,0,5d24ace590482a95878e439b0711ef7f58a5e5ff,0,0,0,0,0,
20201206,MS,164931,37611,982395,,posNeg,1147326,1157,7486,286,,165,,128746,A+,12/5/2020 00:00,2020-12-05T00:00:00Z,12/04 19:00,3961,7486,2020-12-05T00:00:00Z,1104632,,,127320,3403,558,,,51554,95,,,,,,,210647,,28,1473,0,1147326,1473,1147326,12,0,7a05ac67aefd5de82b1df37ad5c6769ed9bc34a0,0,0,0,0,0,
20201206,MT,67875,,620339,,posNeg,688214,475,2836,77,,44,,50287,A,12/6/2020 01:59,2020-12-06T01:59:00Z,12/05 20:59,736,2836,2020-12-06T01:59:00Z,688214,,,67875,,,,,,,,,,,,,,,30,806,4825,688214,5631,688214,2,21,ec9285d0aa0a99e66c08a887e6dd2a739b13c96a,0,0,0,0,0,
20201206,NC,394990,25452,5216286,,posNeg,5611276,2191,,515,,,,315979,A+,12/6/2020 12:55,2020-12-06T12:55:00Z,12/06 07:55,5543,,2020-12-06T12:55:00Z,5585824,,,369538,5347,196,,,,,,,,,,,148091,,37,6438,58224,5611276,64662,5611276,27,0,2e9fddcc75683b65dc627539a17082a126a044c0,0,0,0,0,0,
20201206,ND,82981,,274492,,totalTestEncountersViral,1132025,305,2880,48,450,,,76999,B,12/6/2020 01:59,2020-12-06T01:59:00Z,12/05 20:59,1019,2880,2020-12-06T01:59:00Z,1192122,,,82981,1013,6,1132025,357471,12347,1105,11242,,,,,,,,38,477,478,357473,6904,357473,6,12,a6171039aef7e6a93e3a510a27dc64600494825d,0,0,0,0,0,
20201206,NE,138568,,631739,,totalTestsViral,1456368,755,4547,,,,,69840,A,12/5/2020 22:45,2020-12-05T22:45:00Z,12/05 17:45,1194,4547,2020-12-05T22:45:00Z,1456368,156729,1298009,138568,,,,770673,,,,,,,,,,,31,2243,6185,770307,20591,770307,8,41,6c8101ed82310f0dffc2e4a7f0a22679f370742e,0,0,0,0,0,
20201206,NH,24771,,415976,,totalTestsViral,861473,169,849,,284,,,19553,B,12/6/2020 09:00,2020-12-06T09:00:00Z,12/06 04:00,564,849,2020-12-06T09:00:00Z,861473,,,24771,,,,440747,34502,,,33568,,,,4960,,,33,633,2561,440747,7388,440747,5,2,b15e20fef8efe03aed2a83e1e40d24a1044b0713,0,0,0,0,0,
20201206,NJ,368016,,5918797,,posNeg,6286813,3241,42456,622,,396,,46021,A,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,17321,42456,2020-12-06T00:00:00Z,6280783,,,368016,15485,1836,,,,,,,,,,,,,34,6030,0,6286813,6030,6286813,15,95,1f9813e391220690da957bffb215187e2a1553f0,0,0,0,0,0,
20201206,NM,108088,,1539888,,posNeg,1647976,919,7321,,,,,37041,A,12/6/2020 17:30,2020-12-06T17:30:00Z,12/06 12:30,1749,7321,2020-12-06T17:30:00Z,1647976,,,108088,,,,,,,,,,,,,,,35,1232,11827,1647976,13059,1647976,11,54,01b6eb7be61770fffdf77d717df650972bd0fc42,0,0,0,0,0,
20201206,NV,168139,,853647,,totalTestEncountersViral,1733263,1789,,382,,214,,,A,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,2315,,2020-12-06T00:00:00Z,1154583,,,168139,,,1733263,1021786,,,,,,,,,,,32,2511,4379,1021786,14716,1021786,14,0,ba43702930e8c1230638bb94c62ad255b7bd7751,0,0,0,0,0,
20201206,NY,705827,,19888867,,totalTestEncountersViral,20594694,4442,89995,850,,464,,87949,B,12/5/2020 14:00,2020-12-05T14:00:00Z,12/05 09:00,27149,89995,2020-12-05T14:00:00Z,,,,705827,,,20594694,,,,,,,,,,,,36,9702,196130,20594694,205832,20594694,60,0,c9a6c05a7b50ce806e46166d9cd53c8cdcf6811a,0,0,0,0,0,
20201206,OH,475024,25057,6000686,,posNeg,6475710,5072,29233,1215,4903,725,,321505,A+,12/6/2020 14:00,2020-12-06T14:00:00Z,12/06 09:00,6959,29233,2020-12-06T14:00:00Z,6450653,,,449967,6488,471,,,,,,,,,,,,,39,7592,51453,6475710,59045,6475710,13,274,ad250fe36b8cf57b56a8b3396974a897d2862bee,0,0,0,0,0,
20201206,OK,216486,,2008829,7028,posNeg,2225315,1721,13119,472,,,,182942,A+,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,1896,13119,2020-12-06T00:00:00Z,2227777,218948,2008829,216486,,,,,98949,6539,,,,,,,,,40,3241,0,2232343,3241,2225315,22,-9,0d126373859c3b012528898a1db6945f889a658a,0,0,0,0,0,
20201206,OR,84496,3531,2005617,,posNeg,2090113,596,4859,127,,59,,5870,A+,12/6/2020 03:01,2020-12-06T03:01:00Z,12/05 22:01,1033,4859,2020-12-06T03:01:00Z,2087054,117021,1970033,74629,,,,1043744,,,,,,,,,,,41,1253,0,2090113,1253,2090113,6,0,f23ebc2b127c187ce8847aae35984c9e744b1709,0,0,0,0,0,
20201206,PA,420114,31678,2929036,,posNeg,3349150,5300,,1107,,587,,238660,A+,12/6/2020 12:00,2020-12-06T12:00:00Z,12/06 07:00,11331,,2020-12-06T12:00:00Z,5935926,,,388436,,,,3317472,,,,,,,,,,,42,8630,17396,3349150,26026,3349150,69,0,5543f37b46aa3ae179a921bb9b2eb545775458d3,0,0,0,0,0,
20201206,PR,56671,1925,305972,,posNeg,362643,631,,107,,102,,47406,B,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,1192,,2020-12-06T00:00:00Z,310546,7002,303412,54746,959,232,,,,43358,,,,,,,,,72,1139,0,362643,1139,362643,7,0,c15fbfc50bdba390dd706b75901cfeeef2c48387,0,0,0,0,0,
20201206,RI,62137,,482922,,totalTestEncountersViral,1608848,408,4843,45,,29,,3939,A+,12/4/2020 13:00,2020-12-04T13:00:00Z,12/04 08:00,1413,4843,2020-12-04T13:00:00Z,,75792,1533056,62137,,,1608848,545059,,,,,,,,,,,44,0,0,545059,0,545059,0,0,3f8956dae715e3ed1b5b69531776ccaf93589883,0,0,0,0,0,
20201206,SC,232099,15721,2296092,,posNeg,2528191,1025,12380,243,,108,,119844,A+,12/4/2020 23:59,2020-12-04T23:59:00Z,12/04 18:59,4566,12380,2020-12-04T23:59:00Z,2512470,283683,2228787,216378,4237,329,,,92607,12408,80199,,,,,,255932,28921,45,2864,21406,2528191,24270,2528191,49,75,eeca27d46aab46b47fe601fc5be742ff491b9085,0,0,0,0,0,
20201206,SD,85991,6456,254004,,totalTestsPeopleViral,339995,497,4835,111,,66,,68449,A+,12/5/2020 14:00,2020-12-05T14:00:00Z,12/05 09:00,1110,4835,2020-12-05T14:00:00Z,644627,,,79535,,,,339995,,,,,,,,,,,46,687,939,339995,1626,339995,19,42,d1e9681fee0e4918de6219508c369326836de3f5,0,0,0,0,0,
20201206,TN,400594,34261,4289928,,posNeg,4690522,2760,12593,690,,346,,360152,A+,12/6/2020 15:00,2020-12-06T15:00:00Z,12/06 10:00,4943,12593,2020-12-06T15:00:00Z,4656261,430251,4226010,366333,4491,452,,,,,,,,,,,354519,35707,47,3072,12394,4690522,15466,4690522,38,35,9c62f6ceeb740f0af830fa5eed9bebeb42ca0c89,0,0,0,0,0,
20201206,TX,1249323,,10111653,,posNeg,11360976,8681,,2592,,,,1030716,A,12/6/2020 16:10,2020-12-06T16:10:00Z,12/06 11:10,22594,,2020-12-06T16:10:00Z,11360976,,,1249323,,,,,590964,64340,,,,,,,757015,62928,48,8573,109650,11360976,118223,11360976,92,0,185c8e636d535c050ada41c45c885e4dc90d1caa,0,0,0,0,0,
20201206,UT,215407,,1180321,,totalTestsViral,1922236,605,8822,213,1548,,558,153027,A+,12/6/2020 10:15,2020-12-06T10:15:00Z,12/06 05:15,939,8822,2020-12-06T10:15:00Z,1922236,213797,1708439,197943,,,,1378264,,,,,,,117087,18930,263379,19688,49,2563,6450,1395728,14448,1395728,0,57,2cf7d46bb7fc5aa534813955ce1f96b7d50db30c,0,0,0,0,0,
20201206,VA,255053,31674,3268822,479,totalTestEncountersViral,3492201,1969,15295,395,,187,,25235,A+,12/5/2020 17:00,2020-12-05T17:00:00Z,12/05 12:00,4200,15295,2020-12-05T17:00:00Z,,270132,,223379,3822,378,3492201,,,,,,,,,,,,51,3880,52984,3524354,55853,3523875,3,40,86e0882c167d5e1b6934d8ed186c43d67dcbeeda,0,0,0,0,0,
20201206,VI,1633,,27660,98,posNeg,29293,,,,,,,1513,D,12/5/2020 11:26,2020-12-05T11:26:00Z,12/05 06:26,23,,2020-12-05T11:26:00Z,29391,,,,23,,,,,,,,,,,,,,78,0,0,29391,0,29293,0,0,e01a49862ebc2fd4501fe8fe12bcc1dc8ad9fd7d,0,0,0,0,0,
20201206,VT,5015,131,228865,,totalTestsViral,583802,25,,4,,,,2951,B,12/5/2020 23:59,2020-12-05T23:59:00Z,12/05 18:59,79,,2020-12-05T23:59:00Z,583802,,,4884,79,,,233880,,,,,,,,,,,50,121,2008,233880,5793,233880,0,0,ec7e896bbaf745eecbb1b17ca4f88c8cc96191f8,0,0,0,0,0,
20201206,WA,175793,,2958052,,totalTestEncountersViral,3133845,1099,11475,274,,136,,,B,12/4/2020 02:59,2020-12-04T02:59:00Z,12/03 21:59,2925,11475,2020-12-04T02:59:00Z,,,,175793,2925,,3133845,,,,,,,,,,,,53,1503,12196,3133845,13699,3133845,0,202,70492ded0fff1166908363e20f7e3a50cc1e6f61,0,0,0,0,0,
20201206,WI,441067,28890,2196722,95,totalTestEncountersViral,4623227,1660,18216,371,1880,,,348995,A+,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,3952,18216,2020-12-06T00:00:00Z,,,,412177,3719,233,4623227,2608899,,,,,,,,,,,55,3149,7773,2637884,27704,2637789,18,90,af632e2b3e421fb761ddf9200c896df0c8795889,0,0,0,0,0,
20201206,WV,54997,8671,1168366,,posNeg,1223363,616,,174,,77,,35082,B,12/5/2020 23:59,2020-12-05T23:59:00Z,12/05 18:59,838,,2020-12-05T23:59:00Z,1214692,,,46326,792,46,,,21781,,,,,,,,,,54,1425,6619,1223363,8044,1223363,9,0,7c813325552898c2138a5e316bcc82d57f8eb258,0,0,0,0,0,
20201206,WY,36317,4756,144576,,totalTestsViral,417627,212,852,,,,,29656,B,12/6/2020 00:00,2020-12-06T00:00:00Z,12/05 19:00,257,852,2020-12-06T00:00:00Z,417627,32083,385537,31561,,,,175623,,,,,,,,,,,56,376,0,180893,0,180893,0,9,d64cfb231de31b5a2e80643afc84c6c94c0d8b17,0,0,0,0,0,
20201205,AK,34963,,1032268,,totalTestsViral,1067231,166,799,,,24,,7165,A,12/5/2020 03:59,2020-12-05T03:59:00Z,12/04 22:59,143,799,2020-12-05T03:59:00Z,1067231,42805,1023349,,143,,,,,,,,,,,,,,02,922,15940,1067231,16862,1067231,1,5,d8b27967afb185d8e4f38f5209d713ef23065d88,0,0,0,0,0,
20201205,AL,267589,45785,1415357,,totalTestsPeopleViral,1637161,1867,26331,,2290,,1317,168387,A,12/5/2020 11:00,2020-12-05T11:00:00Z,12/05 06:00,3877,26331,2020-12-05T11:00:00Z,,,,221804,3454,423,,1637161,,,,74594,,,,,,,01,3390,8058,1682946,10793,1682946,46,0,7a521812788c45e903b5a08f357bdd78f668340a,0,0,0,0,0,
20201205,AR,169382,22671,1601735,,totalTestsViral,1748446,1056,9380,359,,178,1038,148131,A+,12/5/2020 00:00,2020-12-05T00:00:00Z,12/04 19:00,2620,9380,2020-12-05T00:00:00Z,1748446,,1601735,146711,2402,218,,,,,,,,,155355,27547,21856,3300,05,2245,11959,1771117,13760,1771117,34,51,1570d9633ddb7c4522881fa225446b3967f35981,0,0,0,0,0,
20201205,AS,0,,2140,,totalTestsViral,2140,,,,,,,,D,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,0,0,8fc9cfe6620fead382a0d7ce38f843c84469c5e1,0,0,0,0,0,
20201205,AZ,358900,12139,2003152,,totalTestsPeopleViral,2349913,2931,28006,701,,431,,55640,A+,12/5/2020 00:00,2020-12-05T00:00:00Z,12/04 19:00,6925,28006,2020-12-05T00:00:00Z,,,,346761,6406,519,,2349913,369832,,,,,,,,,,04,6799,16875,2362052,23169,2362052,40,268,b22ef8b238dd16e3fba0bcc29553952e5b2414a4,0,0,0,0,0,
20201205,CA,1311625,,23590350,,totalTestsViral,24901975,10273,,2265,,,,,B,12/5/2020 02:59,2020-12-05T02:59:00Z,12/04 21:59,19791,,2020-12-05T02:59:00Z,24901975,,,1311625,,,,,,,,,,,,,,,06,25068,201429,24901975,226497,24901975,209,0,86d01cdbc69e8f31a43025a1f3f05d3468d5ec15,0,0,0,0,0,
20201205,CO,257347,11014,1574219,,totalTestEncountersViral,3442114,1812,14844,,,,,13760,A,12/5/2020 01:59,2020-12-05T01:59:00Z,12/04 20:59,2724,14844,2020-12-05T01:59:00Z,,,,246333,,,3442114,1815644,214953,18530,194770,,,,,,,,08,5125,0,1831566,45040,1831566,0,82,affcd83a625c988e3874fd1b8361b8a2d6232276,0,0,0,0,0,
20201205,CT,127715,8131,3294383,,posNeg,3422098,1150,12257,,,,,9800,C,12/3/2020 20:30,2020-12-03T20:30:00Z,12/03 15:30,5146,12257,2020-12-03T20:30:00Z,3413967,,,119584,4143,1003,,,,,,,,,,,49816,,09,0,0,3422098,0,3422098,0,0,382b78db2df4b61b10e33c31cfce5359b1812e33,0,0,0,0,0,
20201205,DC,22872,,704515,,totalTestEncountersViral,727387,193,,54,,22,,16596,A+,12/4/2020 00:00,2020-12-04T00:00:00Z,12/03 19:00,695,,2020-12-04T00:00:00Z,,,,,,,727387,315818,,,,,,,,,,,11,392,8753,727387,9145,727387,2,0,3715cccb79921b80099c337cc4dfc19641d7b7ca,0,0,0,0,0,
20201205,DE,39096,1441,398514,,totalTestEncountersViral,769818,306,,36,,,,18605,A+,12/4/2020 18:00,2020-12-04T18:00:00Z,12/04 13:00,782,,2020-12-04T18:00:00Z,,39295,,37655,688,94,769818,437610,,,,,,,,,,,10,698,1845,437610,9014,437610,0,0,1f272f14c5e731ee1ac22f20b0b991720963c52c,0,0,0,0,0,
20201205,FL,1032552,99027,6464040,5868,totalTestEncountersViral,12986939,4339,57040,,,,,,A,12/4/2020 23:59,2020-12-04T23:59:00Z,12/04 18:59,19327,57040,2020-12-04T23:59:00Z,11556928,1339838,10163645,933525,19327,,12986939,7496592,650372,71851,578113,630838,69600,560932,,,,,12,10198,42210,7502460,129842,7496592,91,231,3c94f91d40922972b75d255994115df3bc3f7a67,0,0,0,0,0,
20201205,GA,442017,,4024183,,totalTestsViral,4466200,2753,36001,,6671,,,,A+,12/5/2020 14:50,2020-12-05T14:50:00Z,12/05 09:50,9793,36001,2020-12-05T14:50:00Z,4466200,413978,,442017,8969,824,,,369581,37137,,,,,,57354,,,13,3717,27463,4466200,31180,4466200,68,218,00025e0c779ad783aec2a7ea2fb204a5457bac98,0,0,0,0,0,
20201205,GU,6977,132,79571,,posNeg,86548,38,,9,,6,,6056,B,12/5/2020 05:15,2020-12-05T05:15:00Z,12/05 00:15,113,,2020-12-05T05:15:00Z,86398,,,6827,,,,,227,12,,,,,,,2591,153,66,18,0,86548,18,86548,0,0,ef9c5210afb59960974ddd048e8d8109616dc70c,0,0,0,0,0,
20201205,HI,18738,315,295153,,totalTestEncountersViral,695177,57,1325,14,,17,,11958,B,12/4/2020 05:59,2020-12-04T05:59:00Z,12/04 00:59,261,1325,2020-12-04T05:59:00Z,,18386,,18423,,,695177,308090,,,,,,,,,,,15,133,0,313891,8421,313891,5,10,4cc812c449cf83c69b5aff972ae5ee32b25ef3c4,0,0,0,0,0,
20201205,IA,211891,,882611,,posNeg,1094502,960,,204,,117,,157026,A+,12/5/2020 00:00,2020-12-05T00:00:00Z,12/04 19:00,2667,,2020-12-05T00:00:00Z,,,,211891,,,,1096713,,,,77717,5143,72534,147321,30321,,,19,1655,3286,1094502,4941,1094502,62,0,30e558134a9b40043d80364e6b28e41ce0308c58,0,0,0,0,0,
20201205,ID,108366,17123,396217,,totalTestsPeopleViral,487460,477,4342,105,805,,,42671,A,12/4/2020 19:00,2020-12-04T19:00:00Z,12/04 14:00,1032,4342,2020-12-04T19:00:00Z,737597,,,91243,943,89,,487460,,,,,,,,,45253,,16,1911,1764,504583,3268,504583,18,71,d993a85f2f7cb18493d7377f874bd7e65bcd2da6,0,0,0,0,0,
20201205,IL,779975,6259,10241701,,posNeg,11021676,5331,,1134,,694,,,A,12/5/2020 00:00,2020-12-05T00:00:00Z,12/04 19:00,14017,,2020-12-05T00:00:00Z,11021676,,,447491,13179,838,,,,,,,,,,,,,17,9887,92791,11021676,102678,11021676,235,0,c0fa2fd4c6b2671acf61c2c752b0769ab93fd22e,0,0,0,0,0,
20201205,IN,375019,,1917159,,totalTestsViral,4525760,3255,28016,961,5033,368,,222022,A+,12/4/2020 23:59,2020-12-04T23:59:00Z,12/04 18:59,6207,28016,2020-12-04T23:59:00Z,4525760,341255,,,5910,297,,2292178,,,,,,,,,,,18,7690,12306,2292178,61268,2292178,85,344,f6c48483fd4208908fb0e26bee7bff9803e6297c,0,0,0,0,0,
